publish_status,event_id,color,event_name,event_description,event_start_date,event_start_time,event_end_date,event_end_time,evo_tz,time_ext_type,hide_end_time,event_gmap,yearlong,featured,evo_location_id,location_name,event_location,location_description,location_latitude,location_longitude,location_link,location_img,evo_organizer_id,event_organizer,organizer_description,evcal_org_contact,evcal_org_address,evcal_org_exlink,evo_org_img,evcal_subtitle,learnmore link,image_url,repeatevent,frequency,repeats,repeatby,event_type,event_type_slug,event_type_2,event_type_2_slug,
publish,21238,4bb5d8,"Krissada at Juergan's Corner Khao Tao","Come to Juergen's Cafe in Khao Tao every Wednesday and and enjoy a fine meal\, a cold beverage and some delightful acoustic folk music provided by Krissada @ 6:00p Juergen's Corner Cafe &amp; Restaurant serves the finest in German\, Western and Thai cuisine every day 11a until 9p Phone - 083-152-9989","12/06/2023","06:00:PM","12/06/2023","08:30:PM","Asia/Bangkok",,no,yes,"no",no,"4316","Juergen&amp;#039;s Corner Cafe &amp;amp; Restaurant",,"Juergen&#039;s Corner Cafe &amp;amp; Restaurant",,,"https://maps.app.goo.gl/2WZKVneDZqf2yieG6","19771","4317","Juergen&amp;#039;s Corner Cafe &amp;amp; Restaurant","Juergen&#039;s Corner Cafe &amp;amp; Restaurant",,,,"19771","Krissada @ Juergan&#039;s Corner Khao Tao - Acoustic Folk",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Krissada-at-Juergans.jpg,yes,"weekly","21",,"1832,1835,1827,","Music Event","4267,","Music/Gigs Calendar",
draft,21158,8c8c8c,"Open Mic session at Zen Bamboo","","12/02/2023","07:00:PM","12/02/2023","11:00:PM","Asia/Bangkok",,no,yes,"no",no,"4881","Zen Bambo","39/224, Hua Hin, Prachuap Khiri Khan, Thailand","",,,"https://l.facebook.com/l.php?u=https://fb.me/e/4BDIn95YN&h=AT34pWfyiNa8ci7GICmpgnCnbREjo-SbiQ-uYruY5yUfvnKopw-03qqvfYIxm-73e38LUBFewlOUuGu5lU4d5-6-E_IaqNHWjrPmMFIoEJ53dwwOnBUeaOl7S3Q8QQ",,,,,,,,,"Come, eat, drink and play",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/ZEN-BAMBOO_flyer.png,no,,"1",,"1832,3996,1829,3990,4567,1785,3939,2157,4875,1827,","Music Event",,,
publish,21152,4bb5d8,"DA with special guest Prang Prangthip Lom Wong Mans Music Pranburi Maharat Plaza Pak Nam Pran Beach","This December 8th at Maharat Square\, Pak Nam Pran.***Female rocker with a powerful voice 'Da Endorphine' that will come to explode the power of rock without holding back Bringing famous songs for the crowd to have fun with in full force ??Special guest art girl singer\, Prang Prangthip The Voice' a girl with a powerful voice that breaks through the stage. Bringing the most fun to be served at the stage 'Lom Wong Mun Pak Nam Pran'Purchase tickets in advance until 20 November 2023.**Scan QR Code to add friends. Or click this link https://lin.ee/9b6aMeyLine Official : @lomwongmansHow convenient is it?Buy tickets online or buy tickets at the event.","12/08/2023","07:00:PM","12/08/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4878","Maharat Plaza Pak Nam Pran Beach",,"Maharat Plaza Pak Nam Pran Beach",,,"https://maps.app.goo.gl/jaQgp4caK1khg4Uo6","21136","4879","Fun Circle - Fun Network","Fun Circle - Fun Network",,,,"21134","DA with special guest Prang Prangthip Lom Wong Mans Music Pranburi @ Maharat Plaza Pak Nam Pran Beach",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Da-Prang-Prangthip-8-Dec.jpg,no,,"1",,"1785,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,21147,4bb5d8,"Caribao with special Guest Silly Fools at Lom Wong Mans Music Pranburi Maharat Plaza Pak Nam Pran Beach","This December 6th at Maharat Square\, Pak Nam Pran.***Prepare to hear Pak Nam Pran.The great concert that everyone has been waiting for. Come join in the historic outdoor concert. ?40 years of Carabao?***Prepare to be satisfied without taking a break. Legendary rock band ?Also the ultimate musical skill that stands out like no other 'Silly Fools' ??Prepare for a fierce marathon. Extreme rockPurchase tickets in advance until 20 November 2023.**Scan QR Code to add friends. Or click this link https://lin.ee/9b6aMeyLine Official : @lomwongmansHow convenient is it?Buy tickets online or buy tickets at the event.","12/06/2023","07:00:PM","12/06/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4878","Maharat Plaza Pak Nam Pran Beach",,"Maharat Plaza Pak Nam Pran Beach",,,"https://maps.app.goo.gl/jaQgp4caK1khg4Uo6","21136","4879","Fun Circle - Fun Network","Fun Circle - Fun Network",,,,"21134","Caribao with special Guest Silly Fools @ Lom Wong Mans Music @ Pranburi Maharat Plaza Pak Nam Pran Beach",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Caribao-Silly-Fools-6-Dec.jpg,no,,"1",,"1785,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,21144,4bb5d8,"Bangnas Future Band with Tom Dundee and Holiday Band at Lom Wong Mans Music Pranburi Maharat Plaza Pak Nam Pran Beach","This December 5th\, the singer is talented\, her style is brilliant\, and the entertainment is second to none. The owner of the hit song\, the owner'Bangnas Future Band' Guaranteed strength beyond resistance Full of fun and good sound Playful\, cheeky\, definitely impressive and 'Tom Dundee' that will explode with the power of hit songs without stopping Bringing famous songs for the crowd to have fun with in full force ??This is not enough to make it extremely fun with 'Holiday'\, don't miss it.Purchase tickets in advance until 20 November 2023.**Scan QR Code to add friends. Or click this link https://lin.ee/9b6aMeyLine Official : @lomwongmansHow convenient is it?Buy tickets online or buy tickets at the event.","12/05/2023","07:00:PM","12/05/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4878","Maharat Plaza Pak Nam Pran Beach",,"Maharat Plaza Pak Nam Pran Beach",,,"https://maps.app.goo.gl/jaQgp4caK1khg4Uo6","21136","4879","Fun Circle - Fun Network","Fun Circle - Fun Network",,,,"21134","Bangnas Future Band with Tom Dundee and Holiday Band at Lom Wong Mans Music Pranburi @ Maharat Plaza Pak Nam Pran Beach",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Tom-Dundee-Future-Band-Holiday-5-Dec.jpg,no,,"1",,"1785,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,21142,4bb5d8,"Big Ass with Sky Pass Lom Wong Mans Music Pranburi Maharat Plaza Pak Nam Pran Beach","Prepare to meet the dark rock band 'Big Ass'.to make the stage 'Surround the fun' shakes things up ?Prepare yourself well because Big Ass is ready to go all out to please the Pak Nam Pran rock people ???Also the band 'Sky Pass'\, the owner of the hit song 'Nam Tai Sok'This December 4th at Maharat Square\, Pak Nam Pran\, rock fans can't miss it.Purchase tickets in advance until 20 November 2023.**Scan QR Code to add friends. Or click this link https://lin.ee/9b6aMeyLine Official : @lomwongmansHow convenient is it?Buy tickets online or buy tickets at the event.","12/04/2023","07:00:PM","12/04/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4878","Maharat Plaza Pak Nam Pran Beach",,"Maharat Plaza Pak Nam Pran Beach",,,"https://maps.app.goo.gl/jaQgp4caK1khg4Uo6","21136","4879","Fun Circle - Fun Network","Fun Circle - Fun Network",,,,"21134","Big Ass with Sky Pass Lom Wong Mans Music Pranburi @ Maharat Plaza Pak Nam Pran Beach",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Big-Ass-Sky-Pass-4-Dec.jpg,no,,"1",,"1785,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,21140,4bb5d8,"Klear with Liu Ajareeya at Lom Wong Mans Music Pranburi Maharat Plaza Pak Nam Pran Beach","Broken-hearted people and all single people. Let's gather together here ?December 3rd\, get ready to meet the goddess of heartbreak songs 'KLEAR'. Let's heal our hearts together.and female singer Sweet and sour hot ??'Liu Ajareeya' is ready to serve you with sexiness\, beauty and tenderness that will melt your heart.At Maharat Square\, Pak Nam Pran\, rock fans can't miss it.Purchase tickets in advance until 20 November 2023.**Scan QR Code to add friends. Or click this link https://lin.ee/9b6aMeyLine Official : @lomwongmansHow convenient is it?Buy tickets online or buy tickets at the event.","12/03/2023","07:00:PM","12/03/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4878","Maharat Plaza Pak Nam Pran Beach",,"Maharat Plaza Pak Nam Pran Beach",,,"https://maps.app.goo.gl/jaQgp4caK1khg4Uo6","21136","4879","Fun Circle - Fun Network","Fun Circle - Fun Network",,,,"21134","Klear with Liu Ajareeya at Lom Wong Mans Music Pranburi @ Maharat Plaza Pak Nam Pran Beach",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Liu-Achariya-Klear-3-Dec.jpg,no,,"1",,"1785,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,21138,4bb5d8,"Du-Omay with Joey Phuwasit Lom Wong Mans Music Pranburi Maharat Plaza Pak Nam Pran Beach","Meet the Isaan-blooded rock guy ?Owner of the famous song 190 million views 'Joey Phuwasit'who will come and chant the magic 'Na Na Thong' ?With the legend of the liquor store 'Every bottle of drunkenness hurts in every song'\, the artist with a voice that touches the hearts of those who are hurt\, 'Duomai'Will come to explode with energy\, go hard\, full of fun for Pak Nam Pran rockers???This December 2nd at Maharat Square\, Pak Nam Pran\, rockers can't miss it.Purchase tickets in advance until 20 November 2023.**Scan QR Code to add friends. Or click this link https://lin.ee/9b6aMeyLine Official : @lomwongmansHow convenient is it?Buy tickets online or buy tickets at the event.","12/02/2023","07:00:PM","12/02/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4878","Maharat Plaza Pak Nam Pran Beach",,"Maharat Plaza Pak Nam Pran Beach",,,"https://maps.app.goo.gl/jaQgp4caK1khg4Uo6","21136","4879","Fun Circle - Fun Network","Fun Circle - Fun Network",,,,"21134","Du-Omay with Joey Phuwasit @ Lom Wong Mans Music Pranburi @ Maharat Plaza Pak Nam Pran Beach",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Du-Omay-Joey-2-Dec.jpg,no,,"1",,"1785,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,21110,4bb5d8,"Sek Loso with Kratae Kratai at Lom Wong Mans Music Pranburi Maharat Plaza Pak Nam Pran Beach","A surprise pairing when 'Loso'\, the rock-loving father\, meets the sassy mother\, Bam Bammm 'Kratae - Kratai R-Siam'.It's only the first day and the stage is on fire. And how can you miss it?This December 1 at Maharat Plaza\, Pak Nam Pran\, 7 p.m. onwards.Purchase tickets in advance until 20 November 2023.**Scan QR Code to add friends. Or click this link https://lin.ee/9b6aMeyLine Official : @lomwongmansHow convenient is it?Buy tickets online or buy tickets at the event.","12/01/2023","07:00:PM","12/01/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"4878","Maharat Plaza Pak Nam Pran Beach",,"Maharat Plaza Pak Nam Pran Beach",,,"https://maps.app.goo.gl/jaQgp4caK1khg4Uo6","21136","4879","Fun Circle - Fun Network","Fun Circle - Fun Network",,,,"21134","Sek Loso with Kratae Kratai at Lom Wong Mans Music Pranburi @ Maharat Plaza Pak Nam Pran Beach",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Sek-Loso-Chipmonk-Rabbit-1-Dec.jpg,no,,"1",,"1785,1827,","Music Event","4267,","Music/Gigs Calendar",
draft,21097,4bb5d8,"Karaoke with "Joker" at Ola Loft Bar","Every Friday night 8p to midnight you can be the lead singer to your favourite songs as 'Joker' hosts Karaoke Night at Ola Loft Bar on Soi 94. Ola Loft Bar is open 7 days a week 1p until midnight","12/01/2023","08:00:PM","12/01/2023","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4876","Ola Loft Bar",,"Ola Loft Bar",,,"https://maps.app.goo.gl/zy9PfEjrsaUh5jXm7","21101","4877","Ola Loft Bar","Ola Loft Bar",,,,"21101","Karaoke with &quot;Joker&quot; @ Ola Loft Bar",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Joker-Karaoke-Ola-Loft-Bar-1.jpg,yes,"weekly","21",,"4875,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,21084,4bb5d8,"Live Music at Baan Khun Por Food Court","They rock...they Funk and they play some of the finest I-saan Dance music in all of Hua Hin. Don't miss live music at Baan Khun Por every night 7:30p - 11:30p Baan Khun Por Food Court features some of the finest bands and music in Thailand as well as foods from every region of the country in an outdoor covered roof environment. Located on Soi 88 and Soi Railway West. Open 7 days a week 3p until midnight To book a table - https://www.facebook.com/profile.php?id=100064549008265","03/25/2025","07:30:PM","03/25/2025","11:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4870","Baan Khun Por Food Court",,"Baan Khun Por Food Court",,,"https://maps.app.goo.gl/AD8396Q8wNZj6H9f8","Array","4871","Baan Khun Por Food Court","Baan Khun Por Food Court",,,,"21086","Live Music @ Baan Khun Por Food Court - Thai Pop - Rock - I-saan Dance Music",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Screenshot_20250325_090410_Messenger.jpg,yes,"daily","365",,"1785,4288,3985,4256,1827,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,21081,4bb5d8,"Young Spirit &amp; The Answer at Rock Zone Bar &amp; Live Music","Don't miss every Sunday night as two amazing acts face-off. First its the dynamic modern rock from Young Spirit at 9p followed by the powerhouse\, hard driving rock of The Answer at 10:45p. Rock Zone features the finest in rock\, metal\, blues and modern rock music. Open 7 days a week 6p till Midnight Located on Soi Railway West between Soi 94 and Soi 88","03/30/2025","09:00:PM","03/30/2025","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"3937","Rock Zone Bar &amp;amp; Live Music","West Railroad Mae Kep","West Railroad 100 meters north of Soi 94","12.3449","99.57000","https://goo.gl/maps/EX6tyP3SZrsJWDqa7","22525","4249","Rock Zone Bar and Live Music","",,,,"17734","Young Spirit &amp; The Answer @ Rock Zone Bar &amp; Live Music - Rock - Contemporary Rock - Indie Rock - Hard Rock",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Young-Spirit-vs-The-Answer-RZ-Sunday.jpg,yes,"weekly","221",,"3991,4318,1827,3988,3765,","Rock &amp; Roll","4267,","Music/Gigs Calendar",
draft,21083,4bb5d8,"Jutasin at Rock Zone Bar &amp; Live Music (Copy)","A special concert appearance in Hua Hin by the renowned guitar virtuoso Jutasin on his 2023 Light of Faith Tour Wednesday 22 November at 9p with special guests The Answer Band. Rock Zone features the finest in rock\, metal\, blues and modern rock music. Located on Railway West Road Rock Zone is open Monday thru Saturday 6p till Midnight.","11/22/2023","09:00:PM","11/22/2023","11:45:PM","Asia/Bangkok",,no,yes,"no",no,"3937","Rock Zone Bar &amp;amp; Live Music","West Railroad Mae Kep","West Railroad 100 meters north of Soi 94","12.3449","99.57000","https://goo.gl/maps/EX6tyP3SZrsJWDqa7","22525","4249","Rock Zone Bar and Live Music","",,,,"17734","Jutasin @ Rock Zone Bar &amp; Live Music - Hard Rock &amp; Metal",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Jutasin-at-Rock-Zone-22-Nov.jpg,no,,"1",,"1785,3991,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,21059,4bb5d8,"Ped Bluesman &amp; Friends at Sevana Restaurant","Don't miss this Loy Krathong Festival event featuring Ped Bluesman &amp; Friends\, authentic Thai traditional dancing and a Thai buffet. Event starts 6:30p Sevana offers the finest in Western and Thai cuisine Wednesday thru Monday [Closed Tuesday] from 10a to 8p [Located same location as Ayutthaya Boat Noodles Restaurant]","11/27/2023","06:30:PM","11/27/2023","11:00:PM","Asia/Bangkok","n",no,yes,"no",no,"4304","Sevana",,"Sevana",,,"https://maps.app.goo.gl/fMGJxBe61CGN53Z89","22286","4305","Sevana","Sevana",,,,"22286","Ped Bluesman &amp; Friends @ Sevana Restaurant - Blues - Rock - R&amp;B - Reggae",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Sevana-Ped-Bluesman-Friends-Loy-Krathong.jpg,no,,"1",,"1829,3990,4869,1827,3764,3975,4252,","Soul Music","4267,","Music/Gigs Calendar",
draft,21044,4bb5d8,"Madam Lazy Band at Seamira House Hotel","Sit back by the pool and relax to the mellow contemporary pop sounds of Madam Lazy Band every Thursday\, Friday and Saturday 5p until 8p. Happy hour with drinks\, food and listening to chill music by the pool","11/30/2023","05:00:PM","11/30/2023","08:00:PM","Asia/Bangkok","n",no,yes,"no",no,"4868","Seamira House Hua Hin",,"Seamira House Hua Hin",,,"https://maps.app.goo.gl/Nzq99qjAMNpspEtbA","21048","4867","Seamira House Hua Hin","Seamira House Hua Hin",,,,"21048","Madam Lazy Band @ Seamira House Hotel - Acoustic Pop - Ballads",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Madam-Lazy-Seamira-new.jpg,yes,"weekly","21",,"1832,3996,3985,1827,3997,","Thai Pop","4267,","Music/Gigs Calendar",
draft,21040,4bb5d8,"Sideline Band at Cheers Restaurant and Bar","Kick back or get up and party with the high energy rock sounds of Sideline Band every Saturday at 8:30p - 11:30p Cheers Restaurant and Bar offers a delicious menu of Western and Thai food as well as a large selection of wine and domestic and imported beers. Open everyday from 9a until Midnight","05/18/2024","08:30:PM","05/18/2024","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"3945","Cheers Restaurant &amp;amp; Bar",,"Soi Mae Kep 2",,,"https://goo.gl/maps/JnwaUdLxC3HtnNKA9","17859","3948","Cheers Restaurant &amp;amp; Bar","Cheers Restaurant &amp;amp; Bar",,,,"17859","Sideline Band @ Cheers Restaurant and Bar - Rock - Blues Rock - Pop - R&amp;B",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Sideline-Band-at-Cheers-2.png,yes,"weekly","21",,"3985,3991,1827,3988,3764,","R &amp; B","4267,","Music/Gigs Calendar",
publish,21037,4bb5d8,"Pang &amp; Juk Open Mic and Jam at Cheers Restaurant &amp; Bar","Check out the acoustic pop sounds of Pang &amp; Juk's Open Mic &amp; Jam along with DJ Jak every Monday 8p - 11:30p Cheers Restaurant and Bar offers a delicious menu of Western and Thai food as well as a large selection of wine and domestic and imported beers. Open everyday from 9a until Midnight","03/31/2025","08:00:PM","03/31/2025","11:00:PM","Asia/Bangkok","n",no,yes,"no",no,"3945","Cheers Restaurant &amp;amp; Bar",,"Soi Mae Kep 2",,,"https://goo.gl/maps/JnwaUdLxC3HtnNKA9","17859","3948","Cheers Restaurant &amp;amp; Bar","Cheers Restaurant &amp;amp; Bar",,,,"17859","Pang &amp; Juk Open Mic and Jam @ Cheers Restaurant - Acoustic Pop - Rock - R&amp;B - Soul",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Pang-Jook-new.jpg,yes,"weekly","221",,"1832,3763,3985,1827,4872,3764,4252,3997,","Thai Pop","4267,","Music/Gigs Calendar",
draft,21033,4bb5d8,"Sompoht Band at Prans Corner","Tonight - Saturday 25 November enjoy the funky\, pop\, soul sounds of Sompoht Band 7p Enjoy a delicious meal and a cool beverage by the sea in Pak Nam Pran and enjoy the music every Friday and Saturday night 7p - 10:30p Pran's Corner is located on the beach road in Pak Nam Pran Open from 2p to 11p Sunday thru Monday. Closed Tuesdays","11/25/2023","07:00:PM","11/25/2023","10:30:PM","Asia/Bangkok",,no,yes,"no",no,"4028","Pran&amp;#039;s Corner",,"Pran&#039;s Corner",,,"https://goo.gl/maps/v74zSk32G6akECGJ9","18440","4029","Pran&amp;#039;s Corner","Pran&#039;s Corner",,,,"18440","Sompoht Band @ Prans Corner - Funky - Pop - Soul - R&amp;B",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Sompoht-Band.jpg,no,,"1",,"3990,3985,4555,4253,1827,3764,3975,4252,","Soul Music","4267,","Music/Gigs Calendar",
publish,20997,4bb5d8,"Huahin/Chaam/Pranburi Gardeners meetup Winter 2023","Huahin/Chaam/Pranburi Gardeners meetup Winter 2023~~~~New Year Pot Luck~~~~30th Dec 2023 (8:30AM to noon)Location: FARM-A-JARN@CHA-AMhttps://goo.gl/maps/q9MXQMmwM6VTTQkf9*make sure you go to our Chaam farm\, NOT Hinlekfai* Bring your plants\, seeds\, homemade items to exchange\, sell or give away.Or bring nothing and shop from local vendors/farmers!Join us for farm tour\, listen to planting tips from experienced gardeners and discuss garden-related topics. FREE waffles sponsored by Farm-A-JarnFarm products\, coffee and snacks available for purchase.Kids-friendly. Pets on leash welcome. Please carpool if possible.***Bring your own chair\, mug\, hat\, umbrella\, solar fan\, re-usable bags... whatever you might need to be outdoor Tentative schedule9.009.3010.0010.3011.00 *if you're a vendor and would like to reserve a spot\, please message us directly*","12/30/2023","08:00:PM","12/30/2023","12:00:PM","Asia/Bangkok",,no,no,"no",no,"4658","Farm-A-Jarn @ Cha-am",,"",,,,,"3183","Farm A Jarn","",,,,,,,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/382603901_337538998934977_8431987044379447369_n.jpg,no,,"1",,"4325,","Garden Event/Meetup","4266,","Main Calendar",
publish,20989,4bb5d8,"Discover " Hua Hin: Moments Frozen in Time"","With a passion for imagery and a keen eye for the decisive moment\, Patrick Jacobs has curated a collection of sixteen photographs capturing the unique heritage and beauty of Hua Hin. Each image\, printed on canvas\, tells a story\, inviting you to see the world through the lens of a passionate photographer.","12/15/2023","11:00:AM","12/15/2023","11:50:PM","Asia/Bangkok",,yes,yes,"no",no,"4250","The Standard Hua Hin",,"
The Standard, Hua Hin",,,,"Array","4649","Patrick Jacobs","",,,,,,,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/401461102_10161328638776598_7396837502317221838_n.jpg,no,,"1",,"4651,4650,","Photography","4266,","Main Calendar",
publish,20985,4bb5d8,"Embrace the charm of Loy Krathong Festival with Chiva- Som Hua Hin","In the evening\, Chiva-Som will hold a Loy Krathong BBQ Dinner\,prepared especially by our culinary artists. A traditional Thai band and classical Thai dance performances will charm anddelight you while you dine. The BBQ Dinner available at THB 2\,500++ per person. We are looking forward to welcoming you to a memorable dinner. For more information or reservations\, please contact us.Email: reservations@chivasom.comPhone: 032 536 536LINE: @chivasom","11/27/2023","06:30:PM","11/27/2023","11:50:PM","Asia/Bangkok",,yes,yes,"no",no,"2172","Chiva-Som Hua Hin",,"",,,,,"1824","Chiva-Som Hua Hin","",,,,,,,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/402566180_718428216986217_3474015927253059891_n.jpg,no,,"1",,"2158,","Festivity/Festivals","4266,","Main Calendar",
publish,20975,4bb5d8,"Hua Hin Christmas Fair 2023","Come join the Hua-hin community at our 6th Annual Christmas Fair for a fun and festive day at the beach! This year we've got 30+ vendors\, some of which have been there since the very first event years ago\, and lots of new exciting ones! We'll have festive food and drinks\, artisanal products\, sustainable gifts\, gingerbread man decorating\, and plenty of fun activities for kids and adults! We hope to see you there!","12/09/2023","11:00:PM","12/09/2023","11:50:PM","Asia/Bangkok",,yes,no,"no",no,"4005","Khao Tao Beach Lodge",,"Khao Tao Beach Lodge",,,"https://goo.gl/maps/4MsEsAMsMzkHaHeW9","18330","4631","Eva LH, Khamarat Chorchuvong, Adrianne Cairns, Michael Khao Tao Georgi","",,,,,,,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/394761104_10161770257789595_9007777751127510551_n-1.jpg,no,,"1",,"2159,","Christmas","4266,","Main Calendar",
publish,20965,4bb5d8,"Study Abroad in Australia and UK","Our first event\, brought to you by One Education in collaboration with Insight English Hua Hin. This seminar is covering a wide range of topics to help you navigate your study abroad journey and study options in Australia and the United Kingdom. Don't miss this valuable opportunity to gain the knowledge and guidance you need for a successful study abroad experience.","11/23/2023","06:00:PM","11/23/2023","07:00:PM","Asia/Bangkok",,no,yes,"no",no,"4623","One Education",,"",,,,,"4622","One Education","",,,,,,,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/395864648_722986696536709_5955189388690619181_n.jpg,no,,"1",,"4621,","Education Event","4266,","Main Calendar",
publish,20961,4bb5d8,"Bicycle Flea Market","We are delighted to invite you to our highly anticipated Bicycle Flea Market\, happening every first Saturday of the month. It's an incredible opportunity to explore a wide array of new and used bikes\, parts\, accessories\, bicycle jerseys\, and so much more!During our Bicycle Flea Market\, you'll have the chance to browse through a diverse selection of cycling merchandise. Whether you're seeking an upgrade for your current bike\, searching for unique accessories\, or looking to add to your collection of bicycle jerseys\, we've got you covered! In addition to our own offerings\, we encourage all attendees to bring their bikes and bike-related items to sell\, swap\, donate\, or whatever suits their fancy. This is a fantastic opportunity to connect with fellow cycling enthusiasts\, exchange knowledge and stories\, and find great deals on all things bike-related. We will have shaded tables available for sellers to display their items.We believe in fostering a vibrant cycling community and providing a platform for bike lovers to come together. So\, whether you're a seasoned cyclist\, a casual rider\, or simply curious about the world of bicycles\, this event is for you! Don't miss out on the chance to immerse yourself in a bustling atmosphere filled with bikes\, gear\, and passionate individuals. We encourage you to invite your friends\, family\, and fellow cycling enthusiasts to join this event. Yours in Cycling Adventures\,Christopher &amp; Siranee ByrdHua Hin Bike Toursby Adventure Cycling Thailand Hua Hin Bike Tours Office - Located 80 meters inside Takiap Village Soi 6 (opposite and 1 block south of the Cafe Amazon in Khao Takiap)https://goo.gl/maps/q1XD4zV9ajd8a2x58 Phone: +66 (0) 81-173-4469 (Chris - English language only)Phone: +66 (0) 89-815-3169 (Gae - English &amp; Thai language)Email: info@adventurecyclingthailand.com&nbsp;","12/02/2023","10:00:AM","12/02/2023","04:00:PM","Asia/Bangkok",,no,yes,"no",no,"3234","Hua Hin Bike Tours by Adventure Cycling Thailand",,"",,,,"Array","3235","Hua Hin Bike Tours by Adventure Cycling Thailand","",,,,,,,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/357135239_753537403446901_354710411282132989_n.jpg,no,,"1",,"3233,2695,4605,","Cycling","4266,","Main Calendar",
publish,20957,4bb5d8,"W.F.K. Hua Hin, karate competition 2023","IMPORTANT DATE CHANGE This year's kata competition will now take place on 26 November 2023. This is one week later than previously advised.","11/26/2023","03:00:PM","11/26/2023","11:50:PM","Asia/Bangkok",,yes,yes,"no",no,"4612","Wado Karate Federation, Hua Hin",,"",,,,,"4613","Wado Karate Federation, Hua Hin","",,,,,,,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/391679400_821235779793107_5464768788493847050_n.jpg,no,,"1",,"4610,1789,","Sports/Sporting Event","4266,4268,","Sports Calendar",
publish,20950,4bb5d8,"Cycle from Hua Hin train station to Orange Tea Cafe","Friday morning ride. Leaving Hua Hin main train station 24/11/2023 @ 06:10 sharp.https://maps.app.goo.gl/w9JNXr2tbQZ8UxDU8 The route will be from Hua Hin train station to Orange Tea Cafe. We will have a cup of coffee (for your own account) and head back to Hua Hin. Additional riders can join at the corner of Phet Kasem Road and Soi 112 @06:30\, just advise us that you are joining the ride. See you all Friday morning.","11/24/2023","06:00:AM","11/24/2023","11:50:PM","Asia/Bangkok",,yes,no,"no",no,,,,,,,,,"4606","Brigitte En CJ and Hua Hin Social Cycling","",,,,,,,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/istockphoto-161343662-612x612-1.jpg,no,,"1",,"4605,","Cycling","4266,","Main Calendar",
publish,20904,4bb5d8,"Bangkok Beatles at Market Village Mall Hua Hin","Check out the lively British pop sounds of The BangkokBeatles at Market Village Mall Thursday 30 January 7p - 10p Part of the Hua Hin Food Festival at Market Village Mall every night","01/30/2025","07:00:PM","01/30/2025","10:00:PM","Asia/Bangkok","n",no,yes,"no",no,"4581","Market Village Mall",,"Market Village Mall",,,"https://maps.app.goo.gl/cVa3myNBPvzgyLSe7","20857","4583","Chang Beer Company","Chang Beer Company",,,,"46351","The Bangkok Beatles at Market Village Mall Hua Hin @ Market Village Mall Hua Hin",,,no,"weekly","21",,"1827,1834,","Tribute Band","4267,","Music/Gigs Calendar",
